"awd_id","pi_id","pi_full_name","perf_inst_name"
"2505592","269805327","Matthew   Young","Rutgers University New Brunswick"
"2505625","270079142","Lingfu   Zhang","California Institute of Technology"
"2505629","270062878","Fumie   Iizuka","University of Wisconsin-Madison"
"2505675","270017808","Yan   Wang","University of Florida"
"2505723","270047526","James C Anglum","Lehigh University"
"2505747","270031065","Caiwen   Ding","University of Minnesota-Twin Cities"
"2505748","269779397","Todd L Cherry","University of Wyoming"
"2505748","270003021","Jacob   Hochard","University of Wyoming"
"2505748","270116706","Bryan   Leonard","University of Wyoming"
"2505770","270031065","Caiwen   Ding","University of Minnesota-Twin Cities"
"2505775","270099112","Igor L Andreoni","University of North Carolina at Chapel Hill"
"2505852","269715163","Burton   Rosenberg","University of Miami"
"2505879","270116722","O'Rese J Knight","OPHTHALMOLOGY"
"2505949","269878279","Oleg V Larionov","University of Texas at San Antonio"
"2505949","000101141","Michael P Doyle","University of Texas at San Antonio"
"2506040","269823779","Yang   Deng","Montclair State University"
"2506134","269962588","Loris   DAntoni","University of California-San Diego"
"2506156","269742423","Harold   Pardue","University of South Alabama"
"2506163","269814319","Tong   Qiu","University of Utah"
"2506209","270004981","Beiwen   Li","University of Georgia"
"2506234","269775730","Mingzhong   Wu","Northeastern University"
"2506248","269924684","Angela N Knapp","Texas A&M University"
"2506302","270080408","Naga Manasa   Vempati","Louisiana State University"
"2506302","000216080","Gestur   Olafsson","Louisiana State University"
"2506302","270003841","Rui   Han","Louisiana State University"
"2506302","270080407","Fan   Yang","Louisiana State University"
"2506321","270081178","Erica A Cartmill","Indiana University"
"2506342","270096695","yuyin   Zhou","University of California-Santa Cruz"
"2506404","270045648","Chad   Shenk","University of Rochester"
"2506466","000179419","Ian D Walker","University of Wyoming"
"2506500","269943684","Gang   Wu","Washington University"
"2506531","269873808","Yekaterina   Epshteyn","University of Utah"
"2506531","269742391","Alexander   Alekseenko","University of Utah"
"2506531","269890061","James H Adler","University of Utah"
"2506531","269950655","Lars   Ruthotto","University of Utah"
"2506573","269944870","Viveck R Cadambe","Georgia Tech Research Corporation"
"2506576","270038882","Maanak   Gupta","Tennessee Technological University"
"2506643","270052311","Kai   Shu","Emory University"
"2506667","270116996","Sep   Makhsous","University of Washington"
"2506678","270074501","Catherine   Bergman","USENIX Association"
"2506828","270071457","Andrew   Watkins","Case Western Reserve University"
"2506882","269742575","Faming   Liang","Purdue University"
"2506882","269759953","Chuanhai   Liu","Purdue University"
"2506882","269791763","Xiao   Wang","Purdue University"
"2506883","269672360","Carmen E Martinez","Cornell University"
"2507122","270014287","Sarah E Baires","University of Illinois at Urbana-Champaign"
"2507209","270000921","Emily   Jack-Scott","Aspen Global Change Institute"
"2507228","270010706","Gregory L Whiting","University of Colorado at Boulder"
"2507713","269879497","Rose Qingyang   Hu","Virginia Polytechnic Institute and State University"
"2507959","269679046","Amy E Zanne","Cary Institute of Ecosystem Studies, Inc."
"2508022","000174613","Karen M Fischer","Gordon Research Conferences"
"2508070","269918400","Adel   Alaeddini","Southern Methodist University"
"2508117","269790047","Tarek   Saab","University of Florida"
"2508118","270069881","Yuede   Ji","University of Texas at Arlington"
"2508168","270117234","Steeve   Boulant","University of Florida"
"2508169","270031024","Shyam   Kattel","The University of Central Florida Board of Trustees"
"2508321","270020973","Chihway   Chang","University of Chicago"
"2508321","270026484","Doug A Simons","University of Chicago"
"2508377","269847367","Zachariah B Etienne","Regents of the University of Idaho"
"2508384","270019297","Long   Luo","University of Utah"
"2508447","269987496","Archana   Kamal","Northwestern University"
"2508460","270047646","Maya F Stokes","Florida State University"
"2508461","000256521","Thomas J Near","Yale University"
"2508611","269806834","Karen A Kosiba","University of Alabama in Huntsville"
"2508624","269787239","Chang S Nam","Northern Illinois University"
"2508630","270044603","Sho C Takatori","Stanford University"
"2508636","269756510","Brandon   Dugan","Colorado School of Mines"
"2508636","270117919","David B McInroy","Colorado School of Mines"
"2508659","000174170","George E Karniadakis","Brown University"
"2508959","270044997","Mostafa   Yourdkhani","Arizona State University"
"2508977","000243804","James F Ranville","Colorado School of Mines"
"2509145","269884184","Alysia D Cox","Montana Technological University"
"2509179","270040639","Dana K Pasquale","Duke University"
"2509330","269697805","Lewis G Huey","Georgia Tech Research Corporation"
"2509561","270051201","Ethan O Nadler","University of California-San Diego"
"2509647","270004046","Caroline   Terry","University of Illinois at Chicago"
"2509754","270117511","Tyler N Shendruk","Gordon Research Conferences"
"2509754","270117479","Philip R Buskohl","Gordon Research Conferences"
"2510047","000149562","Joan   Feigenbaum","Yale University"
"2510215","269841119","Sylvia L Mendez","University of Kentucky Research Foundation"
"2510219","270030168","Barry   Bradlyn","University of Illinois at Urbana-Champaign"
"2510328","269852453","Andreas S Tolias","Stanford University"
"2510441","269952931","Jon   Davenport","Appalachian State University"
"2510760","270001031","Nick   Pizzo","University of Rhode Island"
"2511551","270039822","Michaël   Cadilhac","DePaul University"
"2511912","269963775","Feng   Ju","Arizona State University"
"2511912","270004215","Xiao   Liu","Arizona State University"
"2511912","270049874","Hannah   Budinoff","Arizona State University"
"2511912","270116634","Lacy   Greening","Arizona State University"
"2511985","269970257","Binata   Joddar","Oregon State University"
"2511992","269924567","Veronica   Bindi","University of Hawaii"
"2512157","270073454","Russell D Ruediger","Ithaka Harbors Inc."
"2512157","270110414","Patrick J Masson","Ithaka Harbors Inc."
"2512183","270089199","Shibaji   Chakraborty","Embry-Riddle Aeronautical University"
"2512240","269788657","Pamela   Murray-Tuite","Clemson University"
"2512240","269824640","Mark   Small","Clemson University"
"2512347","270025646","Jifu   Tan","SUNY at Binghamton"
"2512362","269905603","Alexander   Radosevich","Massachusetts Institute of Technology"
"2512372","000158553","Ganesh L Gopalakrishnan","University of Utah"
"2512432","269833017","Patricia M Medeiros","University of Georgia"
"2512432","269833018","Renato M Castelao","University of Georgia"
"2512478","270048427","Sina   Saneiyan","SUNY at Binghamton"
"2512556","000208356","Darin W Toohey","University of Colorado at Boulder"
"2512599","269940671","Simone   Silvestri","University of Kentucky Research Foundation"
"2512797","270050571","James C Davis","Purdue University"
"2512855","270012645","Jie   Cai","Purdue University"
"2512857","269779425","Hridesh   Rajan","Tulane University"
"2512858","269779425","Hridesh   Rajan",""
"2512862","270116294","Louie   Slocombe","Gordon Research Conferences"
"2512862","270118455","Jana   Vuckovic","Gordon Research Conferences"
"2512870","269893603","Liran   Ma","Miami University"
"2512882","269958230","Daniel   Wong","University of California-Riverside"
"2512887","269986689","Joseph Ewoodzie","William Marsh Rice University"
"2512903","269796030","Neill J Wallis","University of Florida"
"2512903","270108605","Anthony P Farace","University of Florida"
"2512910","270057004","Woongkul   Lee","Purdue University"
"2512945","270024171","Jesse D Thaler","Massachusetts Institute of Technology"
"2512975","269934147","Dara M Wald","Virginia Polytechnic Institute and State University"
"2512987","269982069","Minje   Kim","University of Illinois at Urbana-Champaign"
"2512999","270076587","Markus P Nemitz","Tufts University"
"2513006","269945594","Jacob D Fillman","Texas A&M University"
"2513040","270082815","Feige   Wang","Regents of the University of Michigan - Ann Arbor"
"2513091","270061631","Mahima   Gupta","University of Wisconsin-Madison"
"2513096","270019731","Truong X Nghiem","The University of Central Florida Board of Trustees"
"2513110","269809784","Daqing   Hou","Rochester Institute of Tech"
"2513146","269869783","Youseph   Yazdi","Johns Hopkins University"
"2513154","270091030","Emily   Twigg","Scientific Committee on Oceanic Research (SCOR)"
"2513241","269984474","Ian M Zemke","University of Oregon Eugene"
"2513276","269817413","Sudarshan K Srinivasan","North Dakota State University Fargo"
"2513325","270012171","Nyssa   Silbiger","University of Hawaii"
"2513456","000220565","William   Collins","Gordon Research Conferences"
"2513480","270082770","Hyunseok   Oh","University of Wisconsin-Madison"
"2513480","269727527","Dane   Morgan","University of Wisconsin-Madison"
"2513528","270025236","Rebecca   Campbell-Montalvo","University of South Florida"
"2513548","270089228","Aravind   Nagulu","Northeastern University"
"2513824","269886874","Necmiye   Ozay","Regents of the University of Michigan - Ann Arbor"
"2513824","269945207","Dimitra   Panagou","Regents of the University of Michigan - Ann Arbor"
"2514166","270049111","Xinwu   Qian","William Marsh Rice University"
"2514192","269910409","Qun Jane   Gu","Georgia Tech Research Corporation"
"2514251","270008204","Ning   Zhang","Washington University"
"2514351","270087016","Wenqian   Dong","Oregon State University"
"2514354","269697094","Blake C Meyers","University of California-Davis"
"2514369","269967489","Aaron   Bernstein","New York University"
"2514370","269909553","Allison R Rober","The Ohio State University"
"2514382","000267600","Itay   Neeman","University of California-Los Angeles"
"2514412","270001684","Eirini Eleni Tsiropoulou","Arizona State University"
"2514420","269911262","Ashley M Heers","Scripps College"
"2514459","269911171","Shahid   Mukhtar","Clemson University"
"2514491","270021461","Danielle X Morales",""
"2514502","270119035","Alexandria   Quillin","Gordon Research Conferences"
"2514508","270048588","Ellen M Briggs","University of California-San Diego Scripps Inst of Oceanography"
"2514544","269902074","Aruna   Kilaru","Gordon Research Conferences"
"2514584","270019731","Truong X Nghiem",""
"2514612","270094142","Manob   Saikia","University of Memphis"
"2514624","270056757","Henry N Higgs","Federation of Amer Societies For Exper Biology"
"2514682","000231742","Jeffrey T Freymueller","Michigan State University"
"2514683","270015171","Pierluigi   Nuzzo","University of California-Berkeley"
"2514692","270053483","Yuan   Li","University of Massachusetts Amherst"
"2514694","000192507","Sanguthevar   Rajasekaran","University of Connecticut"
"2514715","269709826","Sandeep   Pradhan","Regents of the University of Michigan - Ann Arbor"
"2514748","270015171","Pierluigi   Nuzzo","University of California-Berkeley"
"2514755","270048852","Hantao   Cui","North Carolina State University"
"2514757","270048852","Hantao   Cui","North Carolina State University"
"2514761","269958425","Justin M Bradley","North Carolina State University"
"2514823","270110132","Juan   Perez-Mercader","Harvard University"
"2514834","270004472","Sha   Cao","Oregon Health & Science University"
"2514928","270028145","Daijiang Li","University of Arizona"
"2514937","270028145","Daijiang Li","University of Arizona"
"2514945","270089042","Forrest A Brownlee","Hibbing Community College"
"2514977","270055309","Shahar   Sukenik","Syracuse University"
"2514988","270092169","Neda   Maghsoodi","University of Southern California"
"2515120","269970257","Binata   Joddar","Oregon State University"
"2515123","269970257","Binata   Joddar","Oregon State University"
"2515126","270068476","RENEE C MANWORREN","University of Texas at Arlington"
"2515132","270116686","Nina   Wale","Michigan State University"
"2515132","000152793","Thomas V O'Halloran","Michigan State University"
"2515172","270050658","Promit K Ghosal","University of Chicago"
"2515174","269809784","Daqing   Hou","Rochester Institute of Tech"
"2515337","270092702","Yonglong   Xie","William Marsh Rice University"
"2515337","000235378","Qimiao   Si","William Marsh Rice University"
"2515340","270021951","Colin J Carlson","Yale University"
"2515348","269937015","Moamer   Hasanovic","Syracuse University"
"2515394","270014737","Yanling   Chang","Southern Methodist University"
"2515460","270034797","Yufeng Zheng","University of North Texas"
"2515460","269677390","Victor R Vasquez","University of North Texas"
"2515554","269919560","Grace   Yan","Missouri University of Science and Technology"
"2515554","000224405","Yanguang C Li","Missouri University of Science and Technology"
"2515675","270119433","Frederick J Boehm","South Dakota State University"
"2515675","269972720","Semhar   Michael","South Dakota State University"
"2515880","269988968","Ashfaq   Khokhar","Iowa State University"
"2515943","269949316","Scarlet S Shell","Gordon Research Conferences"
"2515943","269786930","Sean   Crosson","Gordon Research Conferences"
"2515943","270119303","Daniel   Plaza","Gordon Research Conferences"
"2515943","270119581","Nicholas D Pokorzynski","Gordon Research Conferences"
"2515951","269990462","Jasper   Oshun","Arizona State University"
"2515975","269679379","Jan   Vitek","Northeastern University"
"2516003","270069881","Yuede   Ji","University of Texas at Arlington"
"2516053","269801387","Michael J Polito","University of California-Santa Cruz"
"2516080","269845192","Kaushik R Chowdhury","University of Texas at Austin"
"2516092","270053483","Yuan   Li","University of Massachusetts Amherst"
"2516105","269738537","Paul A Maggard","Baylor University"
"2516119","270016493","Karen B Schloss","University of Wisconsin-Madison"
"2516119","000138992","Mary A Peterson","University of Wisconsin-Madison"
"2516119","269814679","Diane M Beck","University of Wisconsin-Madison"
"2516119","270090827","Charisse B Pickron","University of Wisconsin-Madison"
"2516126","270018673","Duc D Nguyen","University of Tennessee Knoxville"
"2516195","270000987","Wen   Chen","University of Southern California"
"2516270","270058677","Emma   Pierson","University of California-Berkeley"
"2516309","269702883","Alan G Whittington","University of Texas at San Antonio"
"2516400","269987456","Sarah L Eddy","University of Minnesota-Twin Cities"
"2516501","270005581","Melanie   Chiu","Michigan State University"
"2516533","270043620","Peter   Hitchcock","Cornell University"
"2516550","270000987","Wen   Chen","University of Southern California"
"2516566","269981285","Dior R Kelley","Iowa State University"
"2516566","269951538","Joanna   Friesner","Iowa State University"
"2516579","269901574","Tanu   Malik","University of Missouri-Columbia"
"2516587","270017620","Renran   Tian","North Carolina State University"
"2516603","269953215","Pat   Levitt","Children's Hospital Los Angeles"
"2516641","270018873","Sarah   Peluse","Stanford University"
"2516708","269960399","Joshua K Hartshorne",""
"2516752","269992562","Peng   Zhang","Regents of the University of Michigan - Ann Arbor"
"2516786","270051392","Cole   Graham","University of Wisconsin-Madison"
"2516857","269996986","Bijan   Najafi","University of California-Los Angeles"
"2516872","269891939","Genevera   Allen","Columbia University"
"2516889","000117556","Brad M Binder","University of Tennessee Knoxville"
"2516889","000155460","Mark A Estelle","University of Tennessee Knoxville"
"2517170","269946770","Fateme   Rezaei","University of Miami"
"2517201","270085133","Prashant   Pandey","Northeastern University"
"2517218","270018487","Rui   Wu","Kennesaw State University Research and Service Foundation"
"2517242","269986286","HABIB M AMMARI","Texas A&M International University"
"2517447","269945366","Jeffrey Gustafson","SUNY at Stony Brook"
"2517512","270011883","Scott   Wood","University of New England"
"2517557","269926185","Feng   Chen","Indiana University"
"2517585","269806425","Nathan E Glatt-Holtz","Indiana University"
"2517590","270047266","Lea   Nienhaus","William Marsh Rice University"
"2517620","270053234","Debjani   Sihi","North Carolina State University"
"2517825","270060138","Aaryani   Sajja","University of Houston"
"2517840","270079777","Alexander D Shane","Regents of the University of Michigan - Ann Arbor"
"2517845","270014679","Dion   Khodagholy","University of California-Irvine"
"2517999","269867376","Debora F Rodrigues","Clemson University"
"2519581","269970423","Thorsten   Wuest","University of South Carolina at Columbia"
"2519789","269960769","Shantanu   Jathar","Colorado State University"
"2519789","269782347","John   Volckens","Colorado State University"
"2519789","269786779","Thomas   Borch","Colorado State University"
"2519789","270065462","Christian   LOrange","Colorado State University"
"2519828","270005841","Jennifer   Laaser","University of Pittsburgh"
"2519828","269999755","Jian   Qin","University of Pittsburgh"
"2519886","270089228","Aravind   Nagulu","Northeastern University"
"2520860","270033511","Benjamin L Gerard","University of California-Santa Cruz"
"2521220","270049076","Jack D Hare","Cornell University"
"2521265","269753306","Antonio   Facchetti","Georgia Tech Research Corporation"
"2521318","269934779","Jalene   LaMontagne","University of Missouri-Saint Louis"
"2521527","270035419","Kristyn K Voegele","University of North Dakota Main Campus"
"2521887","270041373","Maxwell C Brown","University of Minnesota-Twin Cities"
"2522010","269973110","Kevin   Konrad","Oregon State University"
"2522148","270080239","Cassandra M Donatelli","University of Washington"
"2522386","270002661","Prashanti   Manda","University of Nebraska at Omaha"
"2522763","270050456","Meric L Augat","James Madison University"
"2523484","270086641","Yuzhou   Chen","University of California-Riverside"
"2524356","269797057","Xiaofeng Shao","Washington University"
"2524362","269933723","Facundo   Memoli","Rutgers University New Brunswick"
"2524750","270122046","Susan E Liao","Gordon Research Conferences"
"2524750","270122072","Zion R Perry","Gordon Research Conferences"
"2524967","269966610","Irina   Holmes Fay","University of Wyoming"
"2525033","269934779","Jalene   LaMontagne","University of Missouri-Saint Louis"
