"awd_id","pi_id","pi_full_name","perf_inst_name"
"2438478","270109818","Kimberly E Leon","Arizona Board of Regents, University of Arizona"
"2438568","270030136","Miao   Wang","University of North Carolina at Charlotte"
"2438599","269876349","Kun   Sun","George Mason University"
"2438599","269845928","Paulo   Costa","George Mason University"
"2438599","269944982","Jianli   Pan","George Mason University"
"2438599","269945093","Peggy S Brouse","George Mason University"
"2438599","270046472","Md Tanvir   Arafin","George Mason University"
"2438606","000172972","Allard   Jongman","University of Kansas Center for Research Inc"
"2438606","270109749","Corey   McCulloch","University of Kansas Center for Research Inc"
"2438612","270090878","Felix L Santiago-Collazo","University of Georgia"
"2438612","000243345","Thomas L Mote","University of Georgia"
"2438612","269857636","Donald R Nelson","University of Georgia"
"2438612","269869753","Walter F Silva Araya","University of Georgia"
"2438612","270021076","In Kee   Kim","University of Georgia"
"2438633","269777560","Charles B Chang","Trustees of Boston University"
"2438633","270109618","Jupitara   Ray","Trustees of Boston University"
"2438657","269997794","Vijaya B Kolachalama","Trustees of Boston University"
"2438663","000153078","Douglas W Jacobson","Iowa State University"
"2438663","269671996","Manimaran   Govindarasu","Iowa State University"
"2438663","270064973","Berk   Gulmezoglu","Iowa State University"
"2438681","269780695","Christopher   Kennedy","University of Chicago"
"2438681","270108440","Madeline K Snigaroff","University of Chicago"
"2438734","269820659","Lisa   Pearl","University of California-Irvine"
"2438734","269961088","Richard   Futrell","University of California-Irvine"
"2438734","270099835","Niels   Dickson","University of California-Irvine"
"2438735","269972765","Michael   Newman","CUNY Graduate School University Center"
"2438735","270109492","Aidan J Malanoski","CUNY Graduate School University Center"
"2438772","269921341","Fan-Chi   Lin","University of Utah"
"2438773","000130777","Robert W Clayton","California Institute of Technology"
"2438778","269854966","Jason M Amundson","University of Alaska Southeast Juneau Campus"
"2438778","269752263","Eran   Hood","University of Alaska Southeast Juneau Campus"
"2438778","269954449","Gabriel   Wolken","University of Alaska Southeast Juneau Campus"
"2438778","270053183","David R Rounce","University of Alaska Southeast Juneau Campus"
"2438825","270087525","Xiaomin   Chen","University of Alabama in Huntsville"
"2438825","269713203","Olga   Wilhelmi","University of Alabama in Huntsville"
"2438825","269843134","Christopher M Rozoff","University of Alabama in Huntsville"
"2438825","270018084","Eric   Hendricks","University of Alabama in Huntsville"
"2438826","269926352","Pengfei   Xue","Michigan Technological University"
"2438826","269868546","Thomas   Oommen","Michigan Technological University"
"2438826","269924112","Chelsea L Schelly","Michigan Technological University"
"2438826","270109793","Rachael   Pressley","Michigan Technological University"
"2438848","269831536","Jennifer I Schmidt","University of Alaska Anchorage Campus"
"2438848","270026589","Andrew   Newman","University of Alaska Anchorage Campus"
"2438848","270089543","Yifan   Cheng","University of Alaska Anchorage Campus"
"2438848","270090328","Jennifer   Delamere","University of Alaska Anchorage Campus"
"2438848","270109945","Christina   Buffington","University of Alaska Anchorage Campus"
"2438943","270017397","Manuel K Rausch","University of Texas at Austin"
"2438944","270070053","Matthew R Bersi","Washington University"
"2438973","270044462","Eszter   Ronai","Northwestern University"
"2438973","270108538","Cassandra M Davenport","Northwestern University"
"2438985","270072269","Claire A Richards","Washington State University"
"2438985","270002010","Ji Yun   Lee","Washington State University"
"2438985","269984579","Anamika   Dubey","Washington State University"
"2439066","270109788","Janene H Fuerch","Stanford University"
"2439118","270089583","Yizhi   You","Northeastern University"
"2439168","270064141","Laurel E Hind","University of Colorado at Boulder"
"2439188","269979171","Saeed   Nasseh","Georgia Southern University Research and Service Foundation, Inc"
"2439188","269787562","Alina   Iacob","Georgia Southern University Research and Service Foundation, Inc"
"2439188","269887997","Tricia M Brown","Georgia Southern University Research and Service Foundation, Inc"
"2439217","270109717","MD RAF E UL   SHOUGAT","Texas State University - San Marcos"
"2439233","269747914","Kerry A Brenner","National Academy of Sciences"
"2439233","269794060","Elizabeth T Cady","National Academy of Sciences"
"2439291","270109152","Lauren A Metskas","Purdue University"
"2439303","269994739","Binbin   Wang","The Curators of the University of Missouri"
"2439345","270096990","Juan F Patarroyo","University of Puerto Rico Mayaguez"
"2439442","000225896","William S Wilcock","University of Washington"
"2439442","269968551","Marine A Denolle","University of Washington"
"2439462","270068212","Alexandra B Bentz","University of Oklahoma Norman Campus"
"2439516","270092006","Jeffrey G Bell","Washington State University"
"2439548","270096368","Samuel C Nyarko","Trustees of Indiana University"
"2439548","270102312","Stuart M Kenderes","Trustees of Indiana University"
"2439549","269923744","Christine A Regalla","Northern Arizona University"
"2439580","269812524","Marcela   Pierce","North Carolina State University"
"2439581","269659040","Sebastian Y Bednarek","University of Wisconsin-Madison"
"2439582","269830575","Luis   Vidali","Worcester Polytechnic Institute"
"2439593","269946253","Sean P Yee","University of South Carolina at Columbia"
"2439593","269915950","Alice   Churukian","University of South Carolina at Columbia"
"2439594","269958002","Kimberly C Rogers","Bowling Green State University"
"2439594","269929269","Lisa K Hanasono","Bowling Green State University"
"2439640","269679325","Karen I Stocks","University of California-San Diego Scripps Inst of Oceanography"
"2439640","269704766","Shawn R Smith","University of California-San Diego Scripps Inst of Oceanography"
"2439640","269721206","Frank O Nitsche","University of California-San Diego Scripps Inst of Oceanography"
"2439640","270062733","Rebecca   Hudak","University of California-San Diego Scripps Inst of Oceanography"
"2439729","270019998","Dana N Reinemann","University of Mississippi"
"2439750","270046161","Wen   Wu","University of Mississippi"
"2439752","270057197","Tingying   Xu","Oklahoma State University"
"2439815","269943900","Bo   Wu","Colorado School of Mines"
"2439815","270067239","Christine   Liebe","Colorado School of Mines"
"2439893","270031394","David A Nichols","University of Virginia Main Campus"
"2439936","270020904","Carl K Brozek","University of Oregon Eugene"
"2439949","270003863","Alexis   Drouot","University of Washington"
"2439951","270050341","Evgenios   Kornaropoulos","George Mason University"
"2439964","269766218","Sidney L Shaw","Indiana University"
"2440006","269808666","Andrea L Eveland","Donald Danforth Plant Science Center"
"2440012","000064019","Scott   Wolpert","University of Maryland, College Park"
"2440012","269702841","David T Kung","University of Maryland, College Park"
"2440015","270032098","Zhangxian   Deng","Boise State University"
"2440040","270019583","Jamie   Haddock","Harvey Mudd College"
"2440082","270037183","Allison J Lopatkin","University of Rochester"
"2440113","270088267","Sahil Singla","Georgia Institute of Technology"
"2440116","269898569","Jonathan Hu","Baylor University"
"2440119","270095268","Reed K Bay","University of Colorado at Boulder"
"2440121","270092875","Andy I Nguyen","University of Illinois Chicago"
"2440130","270103097","Jiawei   Yang","Worcester Polytechnic Institute"
"2440131","269962409","Christa A Kelleher","Lafayette College"
"2440158","270035224","Ananya   Mallik","University of Arizona"
"2440167","270100801","Avantika   Gori","William Marsh Rice University"
"2440167","269842416","Keri K Stephens","William Marsh Rice University"
"2440167","270057460","James   Doss-Gollin","William Marsh Rice University"
"2440167","270110454","Andrew   Juan","William Marsh Rice University"
"2440175","270078384","Qing   Zhao","Northeastern University"
"2440180","270037329","Ye   Zhang","University of Pennsylvania"
"2440195","000268323","Manish   Parashar","University of Utah"
"2440196","269778721","Ilkay   Altintas","University of California-San Diego"
"2440215","270050991","Yuming   Zhang","Auburn University"
"2440223","270064059","Istvan Kovacs","Northwestern University"
"2440235","270059885","Xuan   Zhang","University of California - Merced"
"2440261","269706818","Jennifer A Rudgers","University of New Mexico"
"2440262","000227450","Catherine A Gehring","Northern Arizona University"
"2440280","270023406","Praveen   Bollini","University of Houston"
"2440280","000137764","Michael P Harold","University of Houston"
"2440303","270012858","Muhammad Saiful   Islam","Jackson State University"
"2440307","270071417","Cynthia   Holland","Williams College"
"2440328","270020644","Evdokiya G Kostadinova","Auburn University"
"2440337","270053274","Gen   Yin","Georgetown University"
"2440354","270109007","Sviatoslav   Baranets","Louisiana State University"
"2440374","270107689","Leslie S Babonis","Cornell University"
"2440375","270104173","Haicen   Yue","University of Vermont & State Agricultural College"
"2440384","269900712","Matthew   Van Den Broeke","University of Nebraska-Lincoln"
"2440385","270092667","Alex   Haberlie","Northern Illinois University"
"2440385","269788514","Walker S Ashley","Northern Illinois University"
"2440442","270092879","Jina   Ko","University of Pennsylvania"
"2440445","270036096","Angelantonio   Tafuni","New Jersey Institute of Technology"
"2440490","270018933","William   Gilpin","University of Texas at Austin"
"2440518","270107785","Lindsay B Case","Massachusetts Institute of Technology"
"2440535","270092185","Joshua   Modell","Johns Hopkins University"
"2440539","270064400","Julia   Gaudio","Northwestern University"
"2440563","270036303","Jelena   Diakonikolas","University of Wisconsin-Madison"
"2440615","269761675","Jef   Caers","Stanford University"
"2440637","270046835","Weiwen   Jiang","George Mason University"
"2440646","270036462","Richard M Veras","University of Oklahoma Norman Campus"
"2440649","269966075","Matthew A McCary","William Marsh Rice University"
"2440680","269945428","Christine R Lee","Texas State University - San Marcos"
"2440699","270077684","Aditi   Bhattacherjee","University of Iowa"
"2440750","270110425","Tao   Zhou","Pennsylvania State Univ University Park"
"2440763","270089216","Zhenglu   Li","University of Southern California"
"2440777","270064092","Deanna M Arble","Marquette University"
"2440783","269960738","Kunal   Mankodiya","University of Rhode Island"
"2440789","269756375","Angelo   Gaitas","Icahn School of Medicine at Mount Sinai"
"2440793","270062175","Yanghyo R Kim","Stevens Institute of Technology"
"2440805","270104266","Adam M Bouland","Stanford University"
"2440824","270054429","Pragya   Sur","Harvard University"
"2440847","270106020","Sung Soo Kim","University of California-Santa Barbara"
"2440857","270088438","Jorge A Marchand","University of Washington"
"2440880","270108051","Chenchen   Song","University of California-Davis"
"2440882","270075930","Amey   Bhangale","University of California-Riverside"
"2440896","270063552","Aleksey   Charapko","University of New Hampshire"
"2440913","270056190","Amie M Gordon","Regents of the University of Michigan - Ann Arbor"
"2440926","270090996","Zeyu   Guo","Ohio State University"
"2440941","270056616","Ming   Yang","Clemson University"
"2440942","270034765","Sarah B King","University of Chicago"
"2440989","270109800","Sabrina   Neuman","Trustees of Boston University"
"2441034","269999311","Michelle   Chu","University of Minnesota-Twin Cities"
"2441051","270100130","Yingying   Wu","University of Florida"
"2441063","270008426","Brian S Cheng","University of Massachusetts Amherst"
"2441071","270019814","Kira Goldner","Trustees of Boston University"
"2441079","270027634","Michelle A Hummel","University of Texas at Arlington"
"2441081","270043039","Yang   Zhang","North Carolina State University"
"2441101","270035452","Ka Un   Lao","Virginia Commonwealth University"
"2441124","270108769","Alicia K Rogers","University of Texas at Arlington"
"2441131","270089741","Alexandra E Strom","Smith College"
"2441136","270053143","Guanpeng   Li","University of Iowa"
"2441137","270020981","Xukai   Yan","Oklahoma State University"
"2441146","270097155","Hamed   Rahmani","New York University"
"2441153","269871383","Anna V Little","University of Utah"
"2441170","270034808","Matthew H Rosenzweig","Carnegie-Mellon University"
"2441184","270088449","Can   Li","Purdue University"
"2441185","270050756","Benjamin   Sanchez Terrones","University of Utah"
"2441210","270049307","James J McCarty","Western Washington University"
"2441227","270096350","Luca V Delacretaz","University of Chicago"
"2441232","270038524","Andrew J Mannix","Stanford University"
"2441238","270056673","Vivishek   Sudhir","Massachusetts Institute of Technology"
"2441258","270014182","Nathalie Lavoine","North Carolina State University"
"2441261","270080525","Alexandra F Paterson","University of Kentucky Research Foundation"
"2441284","270109257","Chang   Lou","University of Virginia Main Campus"
"2441290","270079686","Cheng   Wang","Iowa State University"
"2441297","270057551","Grant M Rotskoff","Stanford University"
"2441313","269945954","Silas   Richelson","University of California-Riverside"
"2441314","270038115","Colleen M Witzenburg","University of Wisconsin-Madison"
"2441334","270072832","Dung   Tran","University of Nebraska-Lincoln"
"2441355","270019618","Kevin P Moran","The University of Central Florida Board of Trustees"
"2441381","270067144","Andrew J Wilson","University of Louisville Research Foundation Inc"
"2441402","270076547","Megan M Butala","University of Florida"
"2441415","269930238","Roxanne S Beltran","University of California-Santa Cruz"
"2441416","270017228","Rebecca A Wachs","Arizona State University"
"2441427","270091416","Amanda K Gibson","University of Virginia Main Campus"
"2441428","269965919","Elizabeth C Sibert","Woods Hole Oceanographic Institution"
"2441452","269985595","Susan E Clark","Stanford University"
"2441465","270071805","Georgia L Mansell","Syracuse University"
"2441470","270046055","Niccolo M Fiorentino","University of Vermont & State Agricultural College"
"2441526","270072727","Ramya   Kumar","Colorado School of Mines"
"2441535","270073296","Sam J Silva","University of Southern California"
"2441575","270109414","HaoSheng   Sun","University of Alabama at Birmingham"
"2441580","270109721","Bhaskar Ray Chaudhury","University of Illinois at Urbana-Champaign"
"2441592","270095576","Tomas   Gonzalez-Fernandez","Lehigh University"
"2441601","270102221","Minjia   Zhang","University of Illinois at Urbana-Champaign"
"2441633","270004334","Hongyang   Sun","University of Kansas Center for Research Inc"
"2441642","270061737","Sara M Freeman","Utah State University"
"2441652","270092288","Morgane   Austern","Harvard University"
"2441687","270079801","Camille L Bilodeau","University of Virginia Main Campus"
"2441694","270052257","Mehdi   Sadi","Auburn University"
"2441696","270061200","Calvin   Henard","University of North Texas"
"2441697","270024981","Kaushik   Ragunathan","Brandeis University"
"2441703","270093453","Ivan A Moreno-Hernandez","Duke University"
"2441717","000190817","William C Fuqua","Trustees of Indiana University"
"2441717","269680372","Sima   Setayeshgar","Trustees of Indiana University"
"2441717","269709707","Bogdan   Dragnea","Trustees of Indiana University"
"2441725","269973242","Wendell W Walters","University of South Carolina at Columbia"
"2441737","270084170","Nicholas B Borotto","Board of Regents, NSHE, obo University of Nevada, Reno"
"2441754","270058026","Pengfei   Su","University of California - Merced"
"2441755","270019204","Angeline G Pendergrass","Cornell University"
"2441757","270056925","Anna-Karin   Gustavsson","William Marsh Rice University"
"2441769","270066302","Rachel   Greenfeld","Northwestern University"
"2441776","270035086","Milan   Delor","Columbia University"
"2441781","270109903","Eslam   Khalaf","Harvard University"
"2441804","270055018","Yifan   Sun","College of William and Mary"
"2441813","270080240","Marat   Latypov","University of Arizona"
"2441822","270072319","Amy Y Xu","Louisiana State University"
"2441824","270110313","Christopher   DelRe","Research Foundation CUNY - Advanced Science Research Center"
"2441832","270091441","Duncan   Watson-Parris","University of California-San Diego Scripps Inst of Oceanography"
"2441838","270014909","Alejandra C Ortiz","Colby College"
"2441842","269928924","Michael   Grillo","Loyola University of Chicago"
"2441874","270069905","Edoardo   Baldini","University of Texas at Austin"
"2441876","270064732","Tim J Zuehlsdorff","Oregon State University"
"2441887","270023024","Elif E Miskioglu","Bucknell University"
"2441893","270109164","Yuan   Cao","University of California-Berkeley"
"2441912","270092487","Murphy Yuezhen   Niu","University of California-Santa Barbara"
"2441973","270066066","Hao   Zheng","The University of Central Florida Board of Trustees"
"2441985","270033263","Michael B Larsen","Western Washington University"
"2441995","269995763","Ben   Xu","University of Houston"
"2442006","270090515","Gül   Zerze","University of Houston"
"2442017","270076894","Rui   Zhu","University of Oklahoma Norman Campus"
"2442018","270110411","Andrew   McShan","Georgia Tech Research Corporation"
"2442036","270047368","Chris   Roh","Cornell University"
"2442046","269894577","Kennet E Flores Reyes","University of North Carolina at Chapel Hill"
"2442091","270092214","Alison B Altman","Texas A&M University"
"2442097","270077320","Wenlin   Zhang","Dartmouth College"
"2442122","270039587","Jimmy H Saw","George Washington University"
"2442159","270047203","Bijaya   Adhikari","University of Iowa"
"2442160","270067902","Junbo   Zhao","University of Connecticut"
"2442203","270070022","Jean-Francois   Louf","Auburn University"
"2442208","270110036","Natalie   Boehnke","University of Minnesota-Twin Cities"
"2442240","270046894","Saiprasad   Ravishankar","Michigan State University"
"2442250","270109495","Nathan W Klein","Trustees of Boston University"
"2442268","269987976","Matthew A Steiner","University of Cincinnati Main Campus"
"2442269","270037054","Xiaonan   Tai","New Jersey Institute of Technology"
"2442271","270089289","Liu   Liu","Rensselaer Polytechnic Institute"
"2442313","270001491","Susanta   Ghosh","Michigan Technological University"
"2442346","270045316","Marc P Dandin","Carnegie-Mellon University"
"2442348","270110151","Felipe Andres   Aburto Guerrero","Texas A&M AgriLife Research"
"2442352","270095759","Christopher P Anderson","University of Illinois at Urbana-Champaign"
"2442361","269889407","Ana Laura   Elias Arriaga","SUNY at Binghamton"
"2442362","270088770","Ilya   Kovalenko","Pennsylvania State Univ University Park"
"2442374","270024431","Roman   Feiman","Brown University"
"2442381","270073882","Ebru   Demir","Lehigh University"
"2442384","270050406","Peihan   Miao","Brown University"
"2442392","270046623","Konstantin   Bukhryakov","Florida International University"
"2442410","270012516","Felix   Leditzky","University of Illinois Urbana-Champaign"
"2442420","270070324","Javad   Mohammadi","University of Texas at Austin"
"2442421","270080222","Eric   Wong","University of Pennsylvania"
"2442433","270039829","Jose Eduardo   Meireles","University of Maine"
"2442441","270037262","James W Shogren-Harris","University of Alabama Tuscaloosa"
"2442450","270053850","Zhongjie   Yu","University of Illinois at Urbana-Champaign"
"2442461","269955963","Stephanie   Balzer","Carnegie-Mellon University"
"2442505","269984616","Nicholas A Mason","Louisiana State University"
"2442513","269823108","Jerry F McManus","Lamont-Doherty Earth Observatory"
"2442526","270072728","Michael P Howard","Auburn University"
"2442531","270033874","Austin D Gray","Virginia Polytechnic Institute and State University"
"2442542","270052807","Natacha   Crooks","University of California-Berkeley"
"2442556","270052592","Lauren   Blum","University of Colorado at Boulder"
"2442586","270033564","Lea   Beneish","University of North Texas"
"2442586","269693271","Olav K Richter","University of North Texas"
"2442586","270032235","Alexander   Bertoloni Meli","University of North Texas"
"2442586","270101928","Debanjana   Kundu","University of North Texas"
"2442615","270110372","Mateo   Díaz Díaz","Johns Hopkins University"
"2442627","270066284","Xin   Liang","University of Kentucky Research Foundation"
"2442645","270025275","Luke T Roling","Iowa State University"
"2442666","270071119","Hao   Sun","University of New Haven"
"2442685","270072206","Steven   Holtzen","Northeastern University"
"2442712","270065991","SUSU   XU","Johns Hopkins University"
"2442713","270089091","Jun-Chau   Chien","University of California-Berkeley"
"2442758","269756375","Angelo   Gaitas","Icahn School of Medicine at Mount Sinai"
"2442772","270055966","Carolyn   Crow","University of Colorado at Boulder"
"2442812","270092073","Soheil   Behnezhad","Northeastern University"
"2442853","270042746","David Andrew B Hyde","Vanderbilt University"
"2442888","270039164","Ji Yong   Shin","Northeastern University"
"2442904","270038678","Demyan E Prokopchuk","Rutgers, The State University"
"2442906","269987375","Erdem   Sasmaz","University of California-Irvine"
"2442949","270078828","Elise A Corbin","University of Delaware"
"2442970","269955915","Wei   Xie","Northeastern University"
"2442976","270019630","An   Wang","Case Western Reserve University"
"2443001","270089228","Aravind   Nagulu","Washington University"
"2443017","270077478","Hsien-Chih   Chang","Dartmouth College"
"2443027","270037332","Stefano   Martiniani","New York University"
"2443033","270052332","Gage   Hills","Harvard University"
"2443045","270092189","Kuikui   Liu","Massachusetts Institute of Technology"
"2443068","270110367","Gabriele   Farina","Massachusetts Institute of Technology"
"2443070","269899674","Sunita R Shah Walter","University of Delaware"
"2443097","270061477","Andre   Wibisono","Yale University"
"2443105","270062021","Wubin   Bai","University of North Carolina at Chapel Hill"
"2443118","269921955","Chris   Richardson","University of California-Santa Barbara"
"2443187","270085600","Linqing   Li","University of New Hampshire"
"2443219","270083390","Zhichao   Cao","Arizona State University"
"2443221","270033418","Sarah   Cannon","Claremont McKenna College"
"2443244","270042793","Umamaheswara R Tida","North Dakota State University Fargo"
"2443280","270092906","Mark   Mondrinos","Tulane University"
"2443309","270079560","Cecilia   Huertas Cerdeira","University of Maryland, College Park"
"2443318","270093326","Megan N Jackson","University of North Carolina at Chapel Hill"
"2443334","270052608","Kwangsung   Oh","University of Nebraska at Omaha"
"2443338","270059671","Zhengtian   Xu","George Washington University"
"2443363","270060612","Linyue   Gao","University of Colorado at Denver"
"2443438","270021320","Sudarsun   Kannan","Rutgers University New Brunswick"
"2443561","270018138","Tanzima Z Islam","Texas State University - San Marcos"
"2443589","270017661","Amit A Levy","Princeton University"
"2443614","270075625","William A Terrano","Arizona State University"
"2443633","270051850","Tong   Shu","University of North Texas"
"2443677","270021118","Ishan G Thakkar","University of Kentucky Research Foundation"
"2443684","270041838","Shuo   Sun","University of Colorado at Boulder"
"2443697","270066936","Karthik C Srikanta","Rutgers University New Brunswick"
"2443704","270102405","Kaiqing   Zhang","University of Maryland, College Park"
"2443722","269892339","Corlett W Wood","University of Pennsylvania"
"2443735","270105254","Maynard M Ball","New York University"
"2443763","269968493","Joshua N Garcia","University of California-Irvine"
"2443784","270040789","Shangjia   Dong","University of Delaware"
"2443817","269954313","Yue   Zhang","Texas A&M University"
"2443820","270038675","Hamidreza   Aghasi","University of California-Irvine"
"2443851","270072989","Mattia   Serra","The Regents of the Univ. of Calif., U.C. San Diego"
"2443857","270035071","Hyeji   Kim","University of Texas at Austin"
"2443867","270083950","Cong   Ma","University of Chicago"
"2443955","270092096","Rees F Garmann","San Diego State University"
"2443971","269661746","Eric J Seibel","University of Washington"
"2443992","270078542","Sitao   Huang","University of California-Irvine"
"2444119","000259070","Thomas   McDade","Northwestern University"
"2444119","270109562","keegan c krause","Northwestern University"
"2444156","000178728","Anne D Yoder","Duke University"
"2444156","270110638","Tristan   Frappier-Brinton","Duke University"
"2444161","000129110","Liza J Shapiro","University of Texas at Austin"
"2444161","270109802","Lydia   Myers","University of Texas at Austin"
"2444162","270020951","Abhinav   Acharya","Case Western Reserve University"
"2444184","269904557","Carson M Murray","George Washington University"
"2444184","270102944","Abigail   McClain","George Washington University"
"2444214","270014297","Bryan   Twarek","COMPUTER SCIENCE TEACHERS ASSOCIATION, LLC."
"2444214","000145442","David S Touretzky","COMPUTER SCIENCE TEACHERS ASSOCIATION, LLC."
"2444214","269913579","Christina   Gardner-McCune","COMPUTER SCIENCE TEACHERS ASSOCIATION, LLC."
"2444214","270105714","Jacob A Koressel","COMPUTER SCIENCE TEACHERS ASSOCIATION, LLC."
"2444218","269942430","Sean   Menke","Lake Forest College"
"2444219","000247119","John T Lill","George Washington University"
"2444220","000227496","Martha R Weiss","Georgetown University"
"2444223","269778122","Amit   Almor","University of South Carolina at Columbia"
"2444223","270102360","Sarah C Wilson","University of South Carolina at Columbia"
"2444246","269806417","Stacy L Rosenbaum","Regents of the University of Michigan - Ann Arbor"
"2444246","270110307","Dominic D Mayo","Regents of the University of Michigan - Ann Arbor"
"2444249","269891295","Deirdre M O'Carroll","Rutgers University New Brunswick"
"2444262","269667595","Lilliam   Casillas-Martinez","PUERTO RICO SCIENCE, TECHNOLOGY AND RESEARCH TRUST"
"2444369","269710811","Katharine M Jack","Tulane University"
"2444369","270108996","Nicholas   Chapoy","Tulane University"
"2444407","269928906","Nadia Chernyak","University of California-Irvine"
"2444408","269964341","Allegra Midgette","Texas A&M University"
"2444442","270068029","Maria A Nieves-Colón","University of Minnesota-Twin Cities"
"2444442","270088587","Laura   Pott","University of Minnesota-Twin Cities"
"2444453","270064310","Chinyere   Knight","Tuskegee University"
"2444462","269905984","Samuel S Urlacher","Baylor University"
"2444462","270100947","Marcela F Pfaff Nash","Baylor University"
"2444516","269787715","Andrea L Baden","CUNY Hunter College"
"2444516","270102679","Aparna   Chandrashekar","CUNY Hunter College"
"2444519","270002079","Jason   McCullough","Iowa State University"
"2444519","269907962","Christine   Berkesch","Iowa State University"
"2444520","269962666","Gareth   Speight","University of Cincinnati Main Campus"
"2444520","269773200","Michael   Goldberg","University of Cincinnati Main Campus"
"2444520","269790517","Leonid   Slavin","University of Cincinnati Main Campus"
"2444521","269888751","Mihai   Tohaneanu","University of Kentucky Research Foundation"
"2444521","000173003","Peter D Hislop","University of Kentucky Research Foundation"
"2444522","270065590","Jie   Deng","Princeton University"
"2444526","000191989","Susan E Perry","University of California-Los Angeles"
"2444526","270100842","Ashley   Mensing","University of California-Los Angeles"
"2444592","270110892","Michael   Pitman","The Trustees of Columbia University in the City of New York"
"2444610","270103323","Mitchell   Irwin","Northern Illinois University"
"2444610","269909711","Karen E Samonds","Northern Illinois University"
"2444610","270103322","Chloé   Gherardi","Northern Illinois University"
"2444631","269669693","Paul D Asimow","California Institute of Technology"
"2444824","270107604","Andrew H Hansen","University of Minnesota-Twin Cities"
"2444853","269891910","Mark   Iwen","Michigan State University"
"2444853","270110606","Simone   Brugiapaglia","Michigan State University"
"2444853","270110786","Tim   Hoheisel","Michigan State University"
"2444883","269971935","Yi   Liu","Morgan State University"
"2444883","269755113","Zhuping   Sheng","Morgan State University"
"2444883","269882502","James G Hunter","Morgan State University"
"2444883","269919817","Oludare   Owolabi","Morgan State University"
"2444883","269950388","Donghee   Kang","Morgan State University"
"2444892","000230442","Yinlun   Huang","Wayne State University"
"2444894","270012343","Daehan   Kwak","Kean University"
"2444894","000232330","Patricia A Morreale","Kean University"
"2444894","269881799","Jing-Chiou   Liou","Kean University"
"2444894","269957276","Ching-Yu   Huang","Kean University"
"2444897","270060011","Mehdi   Ghayoumi","State University of New York College of Technology at Canton"
"2444914","270107263","Ankur   Chattopadhyay","Northern Kentucky University"
"2444914","270055277","Seth A Adjei","Northern Kentucky University"
"2444918","270108453","India   Jackson","Georgia State University"
"2444958","269998988","Jessica P Cerdena","University of Connecticut"
"2444969","269688417","Joe   Omojola","Southern University New Orleans"
"2444969","000206498","Jianzhong   Su","Southern University New Orleans"
"2444969","269876892","Rachid   Belmasrour","Southern University New Orleans"
"2444969","269925474","Theresa N Martines","Southern University New Orleans"
"2444969","270001415","Phyllis   Okwan","Southern University New Orleans"
"2444970","270107647","Adrian D Johns","University of Chicago"
"2444970","270107705","Miguel   Fernandes","University of Chicago"
"2444974","270068227","Nicole C Nelson","University of Wisconsin-Madison"
"2444974","270092257","Bennett   McIntosh","University of Wisconsin-Madison"
"2445015","269691726","Mukul   Sharma","Dartmouth College"
"2445395","270110959","Elise N Erickson","University of Arizona"
"2445426","269867488","Eric   Wells","University of South Florida"
"2445426","270110910","Abby M Vidmar","University of South Florida"
"2445467","000262287","Philip J Erickson","Massachusetts Institute of Technology"
"2445511","000163593","William K Durfee","University of Minnesota-Twin Cities"
"2445584","000007880","Zachary   Sharp","University of New Mexico"
"2445661","270005277","Ross R Maguire","University of Illinois at Urbana-Champaign"
"2445752","270111578","Tavinder K Ark","The Medical College of Wisconsin, Inc."
"2445783","269882502","James G Hunter","Morgan State University"
"2445783","269950388","Donghee   Kang","Morgan State University"
"2445826","270025711","Chunhui R Du","Georgia Tech Research Corporation"
"2445828","269803916","Julie Y Chu","University of Chicago"
"2445828","270101228","Jolen A Martinez","University of Chicago"
"2445841","270062441","Funda   Gultepe","Middle East Technical University"
"2445898","270007293","Bharat   Kunduri","Virginia Polytechnic Institute and State University"
"2445898","000176411","J Michael   Ruohoniemi","Virginia Polytechnic Institute and State University"
"2445898","269746232","Joseph B Baker","Virginia Polytechnic Institute and State University"
"2445898","270111538","Kevin T Sterne","Virginia Polytechnic Institute and State University"
"2445908","269933777","Evan   Flach","American Institute of Chemical Engineers"
"2445943","269909852","Tae Seok   Moon","J. Craig Venter Institute, Inc."
"2445952","269819983","Volker H Rudolf","William Marsh Rice University"
"2445963","000137306","Janet W McGrath","Case Western Reserve University"
"2445963","270108731","Annika O Doneghy","Case Western Reserve University"
"2446038","269985437","Adrienne E Strong","University of Florida"
"2446038","270102036","Chloe   Warpinski","University of Florida"
"2446164","000265033","Kim   Fortun","University of California-Irvine"
"2446164","270108651","Margaret L Tebbe","University of California-Irvine"
"2446197","270076362","Vignesh   Kasinath","University of Colorado at Boulder"
"2446253","269708292","Michael D Frachetti","WASHINGTON UNIVERSITY"
"2446253","270103625","Zhuldyz   Tashmanbetova","WASHINGTON UNIVERSITY"
"2446432","269710220","Mark R Sweeney","University of South Dakota Main Campus"
"2446432","269908612","Ranjeet   John","University of South Dakota Main Campus"
"2446433","270049912","Derek V Mallia","University of Utah"
"2446512","269812869","Anand   Pandian","Johns Hopkins University"
"2446512","270101873","Jhonnatan F Lopez Vega","Johns Hopkins University"
"2446521","270073144","Mark P Stephens","Florida International University"
"2446527","270030525","Yi   Zhou","Texas A&M Engineering Experiment Station"
"2446529","269886224","Jamon A Halvaksz","University of Texas at San Antonio"
